Item,verb_condition,verb,subject_condition,subject,context_condition,context,predicate_condition,predicate,Preamble,prefix,CriticalWord,intervention_simple,continuation,aux,verb_1_o,sentence,question,group_id,answer1,answer2,question_delay,correct_answer,with_question,material_id
17,word1,battled,neutral,he,context1,"surrounded by gunfire, ",1,enemy,"surrounded by gunfire, he","surrounded by gunfire, he battled the",battled,the,enemy,Did,battle,"surrounded by gunfire, he battled the enemy",Did he battle the enemy?,21,Yes,No,0,0,True,17
18,word2,relieved,neutral,he,context2,"in the clinic, ",1,claim,"in the clinic, he","in the clinic, he relieved her",relieved,her,claim,Did,believe,"in the clinic, he relieved her claim",Did he believe her claim?,21,Yes,No,0,0,True,18
19,word2_control,murdered,subject1,the counselor,nocontext,,1,client,the counselor,the counselor murdered the,murdered,the,client,Did,bill,the counselor murdered the client,Did the counselor bill the client?,21,Yes,No,0,0,True,19
20,nonword,iites,subject2,the hungry man,nocontext,,1,study,the hungry man,the hungry man iites the,iites,the,study,Does,cite,the hungry man iites the study,Does the hungry man cite the study?,21,Yes,No,0,0,True,20
21,random,kapsed,neutral,he,nocontext,,1,file,he,he kapsed the,kapsed,the,file,Did,attach,he kapsed the file,Did he attach the file?,21,Yes,No,0,0,True,21
22,word1,earns,neutral,he,context1,"because of the good economic situation, ",1,fortune,"because of the good economic situation, he","because of the good economic situation, he earns a",earns,a,fortune,Does,earn,"because of the good economic situation, he earns a fortune",Does he earn a fortune?,21,Yes,No,0,0,True,22
23,word2,dumped,neutral,he,context2,"inside the garbage room, ",1,car,"inside the garbage room, he","inside the garbage room, he dumped the",dumped,the,car,Does,bump,"inside the garbage room, he dumped the car",Does he bump the car?,21,Yes,No,0,0,True,23
24,word2_control,shut,subject1,the scientist,nocontext,,1,gene,the scientist,the scientist shut the,shut,the,gene,Did,clone,the scientist shut the gene,Did the scientist clone the gene?,21,Yes,No,0,0,True,24
25,nonword,vocks,subject2,the naughty boy,nocontext,,1,boat,the naughty boy,the naughty boy vocks the,vocks,the,boat,Does,dock,the naughty boy vocks the boat,Does the naughty boy dock the boat?,21,Yes,No,0,0,True,25
26,random,prizstanded,neutral,he,nocontext,,1,game,he,he prizstanded the,prizstanded,the,game,Did,dominate,he prizstanded the game,Did he dominate the game?,21,Yes,No,0,0,True,26
27,word1,draws,neutral,he,context1,"at the poker table, ",1,card,"at the poker table, he","at the poker table, he draws the",draws,the,card,Does,draw,"at the poker table, he draws the card",Does he draw the card?,21,Yes,No,0,0,True,27
28,word2,grills,neutral,he,context2,"at the BBQ restaurant, ",1,wood,"at the BBQ restaurant, he","at the BBQ restaurant, he grills the",grills,the,wood,Does,drill,"at the BBQ restaurant, he grills the wood",Does he drill the wood?,21,Yes,No,0,0,True,28
29,word2_control,assessed,subject1,the security staff,nocontext,,1,building,the security staff,the security staff assessed the,assessed,the,building,Did,evacuate,the security staff assessed the building,Did the security staff evacuate the building?,21,Yes,No,0,0,True,29
30,nonword,deased,subject2,the tenant,nocontext,,1,puppy,the tenant,the tenant deased the,deased,the,puppy,Did,tease,the tenant deased the puppy,Did the tenant tease the puppy?,21,Yes,No,0,0,True,30
31,random,jabcted,neutral,he,nocontext,,1,pants,he,he jabcted the,jabcted,the,pants,Did,patch,he jabcted the pants,Did he patch the pants?,21,Yes,No,0,0,True,31
32,word1,pricked,neutral,he,context1,"when learning to knit, ",1,finger,"when learning to knit, he","when learning to knit, he pricked his",pricked,his,finger,Did,prick,"when learning to knit, he pricked his finger",Did he prick his finger?,21,Yes,No,0,0,True,32
33,word2,revised,neutral,he,context2,"after receiving the submission, ",1,patient,"after receiving the submission, he","after receiving the submission, he revised the",revised,the,patient,Did,revive,"after receiving the submission, he revised the patient",Did he revive the patient?,21,Yes,No,0,0,True,33
34,word2_control,sends,subject1,the student,nocontext,,1,class,the student,the student sends the,sends,the,class,Does,skip,the student sends the class,Does the student skip the class?,21,Yes,No,0,0,True,34
35,nonword,tnpped,subject2,the cashier,nocontext,,1,waiter,the cashier,the cashier tnpped the,tnpped,the,waiter,Does,tip,the cashier tnpped the waiter,Does the cashier tip the waiter?,21,Yes,No,0,0,True,35
