Item,verb_condition,verb,subject_condition,subject,context_condition,context,predicate_condition,predicate,Preamble,prefix,CriticalWord,intervention_simple,continuation,aux,verb_1_o,sentence,question,group_id,answer1,answer2,question_delay,correct_answer,with_question,material_id
19,word2,killed,neutral,he,context1,"after a thoughtful conversation, ",1,client,"after a thoughtful conversation, he","after a thoughtful conversation, he killed the",killed,the,client,Did,bill,"after a thoughtful conversation, he killed the client",Did he bill the client?,19,Yes,No,0,0,True,19
20,word2_control,munches,neutral,he,context2,"in the canteen, ",1,study,"in the canteen, he","in the canteen, he munches the",munches,the,study,Does,cite,"in the canteen, he munches the study",Does he cite the study?,19,Yes,No,0,0,True,20
21,nonword,attacmed,subject1,the secretary,nocontext,,1,file,the secretary,the secretary attacmed the,attacmed,the,file,Did,attach,the secretary attacmed the file,Did the secretary attach the file?,19,Yes,No,0,0,True,21
22,random,tenrrons,subject2,the policeman,nocontext,,1,fortune,the policeman,the policeman tenrrons a,tenrrons,a,fortune,Does,earn,the policeman tenrrons a fortune,Does the policeman earn a fortune?,19,Yes,No,0,0,True,22
23,word1,bumped,neutral,he,nocontext,,1,car,he,he bumped the,bumped,the,car,Does,bump,he bumped the car,Does he bump the car?,19,Yes,No,0,0,True,23
24,word2,closed,neutral,he,context1,"in the biology lab, ",1,gene,"in the biology lab, he","in the biology lab, he closed the",closed,the,gene,Did,clone,"in the biology lab, he closed the gene",Did he clone the gene?,19,Yes,No,0,0,True,24
25,word2_control,mimics,neutral,he,context2,"trying to be playful, ",1,boat,"trying to be playful, he","trying to be playful, he mimics the",mimics,the,boat,Does,dock,"trying to be playful, he mimics the boat",Does he dock the boat?,19,Yes,No,0,0,True,25
26,nonword,jominated,subject1,the superstar,nocontext,,1,game,the superstar,the superstar jominated the,jominated,the,game,Did,dominate,the superstar jominated the game,Did the superstar dominate the game?,19,Yes,No,0,0,True,26
27,random,iguls,subject2,the traveller,nocontext,,1,card,the traveller,the traveller iguls the,iguls,the,card,Does,draw,the traveller iguls the card,Does the traveller draw the card?,19,Yes,No,0,0,True,27
28,word1,drills,neutral,he,nocontext,,1,wood,he,he drills the,drills,the,wood,Does,drill,he drills the wood,Does he drill the wood?,19,Yes,No,0,0,True,28
29,word2,evaluated,neutral,he,context1,"due to the risk of an explosion, ",1,building,"due to the risk of an explosion, he","due to the risk of an explosion, he evaluated the",evaluated,the,building,Did,evacuate,"due to the risk of an explosion, he evaluated the building",Did he evacuate the building?,19,Yes,No,0,0,True,29
30,word2_control,rented,neutral,he,context2,"in the trendy neighborhood, ",1,puppy,"in the trendy neighborhood, he","in the trendy neighborhood, he rented the",rented,the,puppy,Did,tease,"in the trendy neighborhood, he rented the puppy",Did he tease the puppy?,19,Yes,No,0,0,True,30
31,nonword,pdtched,subject1,the tailor,nocontext,,1,pants,the tailor,the tailor pdtched the,pdtched,the,pants,Did,patch,the tailor pdtched the pants,Did the tailor patch the pants?,19,Yes,No,0,0,True,31
32,random,nioled,subject2,the cheeky brother,nocontext,,1,finger,the cheeky brother,the cheeky brother nioled his,nioled,his,finger,Did,prick,the cheeky brother nioled his finger,Did the cheeky brother prick his finger?,19,Yes,No,0,0,True,32
33,word1,revived,neutral,he,nocontext,,1,patient,he,he revived the,revived,the,patient,Did,revive,he revived the patient,Did he revive the patient?,19,Yes,No,0,0,True,33
34,word2,shipped,neutral,he,context1,"after staying up too late at a party, ",1,class,"after staying up too late at a party, he","after staying up too late at a party, he shipped the",shipped,the,class,Does,skip,"after staying up too late at a party, he shipped the class",Does he skip the class?,19,Yes,No,0,0,True,34
35,word2_control,touches,neutral,he,context2,"at the checkout counter, ",1,waiter,"at the checkout counter, he","at the checkout counter, he touches the",touches,the,waiter,Does,tip,"at the checkout counter, he touches the waiter",Does he tip the waiter?,19,Yes,No,0,0,True,35
