Item,verb_condition,verb,subject_condition,subject,context_condition,context,predicate_condition,predicate,Preamble,prefix,CriticalWord,intervention_simple,continuation,aux,verb_1_o,sentence,question,group_id,answer1,answer2,question_delay,correct_answer,with_question,material_id
20,word2,bites,neutral,he,context2,"in the canteen, ",1,study,"in the canteen, he","in the canteen, he bites the",bites,the,study,Does,cite,"in the canteen, he bites the study",Does he cite the study?,14,Yes,No,0,0,True,20
21,word2_control,struck,subject1,the secretary,nocontext,,1,file,the secretary,the secretary struck the,struck,the,file,Did,attach,the secretary struck the file,Did the secretary attach the file?,14,Yes,No,0,0,True,21
22,nonword,narns,subject2,the policeman,nocontext,,1,fortune,the policeman,the policeman narns a,narns,a,fortune,Does,earn,the policeman narns a fortune,Does the policeman earn a fortune?,14,Yes,No,0,0,True,22
23,random,buryarded,neutral,he,nocontext,,1,car,he,he buryarded the,buryarded,the,car,Does,bump,he buryarded the car,Does he bump the car?,14,Yes,No,0,0,True,23
24,word1,cloned,neutral,he,context1,"in the biology lab, ",1,gene,"in the biology lab, he","in the biology lab, he cloned the",cloned,the,gene,Did,clone,"in the biology lab, he cloned the gene",Did he clone the gene?,14,Yes,No,0,0,True,24
25,word2,mocks,neutral,he,context2,"trying to be playful, ",1,boat,"trying to be playful, he","trying to be playful, he mocks the",mocks,the,boat,Does,dock,"trying to be playful, he mocks the boat",Does he dock the boat?,14,Yes,No,0,0,True,25
26,word2_control,recommended,subject1,the superstar,nocontext,,1,game,the superstar,the superstar recommended the,recommended,the,game,Did,dominate,the superstar recommended the game,Did the superstar dominate the game?,14,Yes,No,0,0,True,26
27,nonword,drazs,subject2,the traveller,nocontext,,1,card,the traveller,the traveller drazs the,drazs,the,card,Does,draw,the traveller drazs the card,Does the traveller draw the card?,14,Yes,No,0,0,True,27
28,random,yuails,neutral,he,nocontext,,1,wood,he,he yuails the,yuails,the,wood,Does,drill,he yuails the wood,Does he drill the wood?,14,Yes,No,0,0,True,28
29,word1,evacuated,neutral,he,context1,"due to the risk of an explosion, ",1,building,"due to the risk of an explosion, he","due to the risk of an explosion, he evacuated the",evacuated,the,building,Did,evacuate,"due to the risk of an explosion, he evacuated the building",Did he evacuate the building?,14,Yes,No,0,0,True,29
30,word2,leased,neutral,he,context2,"in the trendy neighborhood, ",1,puppy,"in the trendy neighborhood, he","in the trendy neighborhood, he leased the",leased,the,puppy,Did,tease,"in the trendy neighborhood, he leased the puppy",Did he tease the puppy?,14,Yes,No,0,0,True,30
31,word2_control,erected,subject1,the tailor,nocontext,,1,pants,the tailor,the tailor erected the,erected,the,pants,Did,patch,the tailor erected the pants,Did the tailor patch the pants?,14,Yes,No,0,0,True,31
32,nonword,sricked,subject2,the cheeky brother,nocontext,,1,finger,the cheeky brother,the cheeky brother sricked his,sricked,his,finger,Did,prick,the cheeky brother sricked his finger,Did the cheeky brother prick his finger?,14,Yes,No,0,0,True,32
33,random,oneished,neutral,he,nocontext,,1,patient,he,he oneished the,oneished,the,patient,Did,revive,he oneished the patient,Did he revive the patient?,14,Yes,No,0,0,True,33
34,word1,skipped,neutral,he,context1,"after staying up too late at a party, ",1,class,"after staying up too late at a party, he","after staying up too late at a party, he skipped the",skipped,the,class,Does,skip,"after staying up too late at a party, he skipped the class",Does he skip the class?,14,Yes,No,0,0,True,34
35,word2,tapped,neutral,he,context2,"at the checkout counter, ",1,waiter,"at the checkout counter, he","at the checkout counter, he tapped the",tapped,the,waiter,Does,tip,"at the checkout counter, he tapped the waiter",Does he tip the waiter?,14,Yes,No,0,0,True,35
