Item,verb_condition,verb,subject_condition,subject,context_condition,context,predicate_condition,predicate,Preamble,prefix,CriticalWord,intervention_simple,continuation,aux,verb_1_o,sentence,question,group_id,answer1,answer2,question_delay,correct_answer,with_question,material_id
22,word1,earns,neutral,he,nocontext,,1,fortune,he,he earns a,earns,a,fortune,Does,earn,he earns a fortune,Does he earn a fortune?,25,Yes,No,0,0,True,22
23,word2,dumped,neutral,he,context1,"due to the icy road, ",1,car,"due to the icy road, he","due to the icy road, he dumped the",dumped,the,car,Does,bump,"due to the icy road, he dumped the car",Does he bump the car?,25,Yes,No,0,0,True,23
24,word2_control,shut,neutral,he,context2,"annoyed by the noise outside, ",1,gene,"annoyed by the noise outside, he","annoyed by the noise outside, he shut the",shut,the,gene,Did,clone,"annoyed by the noise outside, he shut the gene",Did he clone the gene?,25,Yes,No,0,0,True,24
25,nonword,vocks,subject1,the sailor,nocontext,,1,boat,the sailor,the sailor vocks the,vocks,the,boat,Does,dock,the sailor vocks the boat,Does the sailor dock the boat?,25,Yes,No,0,0,True,25
26,random,prizstanded,subject2,the chairman,nocontext,,1,game,the chairman,the chairman prizstanded the,prizstanded,the,game,Did,dominate,the chairman prizstanded the game,Did the chairman dominate the game?,25,Yes,No,0,0,True,26
27,word1,draws,neutral,he,nocontext,,1,card,he,he draws the,draws,the,card,Does,draw,he draws the card,Does he draw the card?,25,Yes,No,0,0,True,27
28,word2,grills,neutral,he,context1,"in the workshop, ",1,wood,"in the workshop, he","in the workshop, he grills the",grills,the,wood,Does,drill,"in the workshop, he grills the wood",Does he drill the wood?,25,Yes,No,0,0,True,28
29,word2_control,assessed,neutral,he,context2,"at the end of the semester, ",1,building,"at the end of the semester, he","at the end of the semester, he assessed the",assessed,the,building,Did,evacuate,"at the end of the semester, he assessed the building",Did he evacuate the building?,25,Yes,No,0,0,True,29
30,nonword,deased,subject1,the kid,nocontext,,1,puppy,the kid,the kid deased the,deased,the,puppy,Did,tease,the kid deased the puppy,Did the kid tease the puppy?,25,Yes,No,0,0,True,30
31,random,jabcted,subject2,the hiker,nocontext,,1,pants,the hiker,the hiker jabcted the,jabcted,the,pants,Did,patch,the hiker jabcted the pants,Did the hiker patch the pants?,25,Yes,No,0,0,True,31
32,word1,pricked,neutral,he,nocontext,,1,finger,he,he pricked his,pricked,his,finger,Did,prick,he pricked his finger,Did he prick his finger?,25,Yes,No,0,0,True,32
33,word2,revised,neutral,he,context1,"in the ICU, ",1,patient,"in the ICU, he","in the ICU, he revised the",revised,the,patient,Did,revive,"in the ICU, he revised the patient",Did he revive the patient?,25,Yes,No,0,0,True,33
34,word2_control,sends,neutral,he,context2,"after receiving the order, ",1,class,"after receiving the order, he","after receiving the order, he sends the",sends,the,class,Does,skip,"after receiving the order, he sends the class",Does he skip the class?,25,Yes,No,0,0,True,34
35,nonword,tnpped,subject1,the customer,nocontext,,1,waiter,the customer,the customer tnpped the,tnpped,the,waiter,Does,tip,the customer tnpped the waiter,Does the customer tip the waiter?,25,Yes,No,0,0,True,35
