Item,verb_condition,verb,subject_condition,subject,context_condition,context,predicate_condition,predicate,Preamble,prefix,CriticalWord,intervention_simple,continuation,aux,verb_1_o,sentence,question,group_id,answer1,answer2,question_delay,correct_answer,with_question,material_id
11,random,phrneys,subject1,the visitor,nocontext,,1,door,the visitor,the visitor phrneys the,phrneys,the,door,Does,pull,the visitor phrneys the door,Does the visitor pull the door?,24,Yes,No,0,0,True,11
12,word1,dried,subject2,the cook,nocontext,,1,clothes,the cook,the cook dried the,dried,the,clothes,Did,dry,the cook dried the clothes,Did the cook dry the clothes?,24,Yes,No,0,0,True,12
13,word2,mailed,neutral,he,nocontext,,1,exam,he,he mailed the,mailed,the,exam,Did,fail,he mailed the exam,Did he fail the exam?,24,Yes,No,0,0,True,13
14,word2_control,dismissed,neutral,he,context1,"after negotiation failed, ",1,lawsuit,"after negotiation failed, he","after negotiation failed, he dismissed the",dismissed,the,lawsuit,Did,file,"after negotiation failed, he dismissed the lawsuit",Did he file the lawsuit?,24,Yes,No,0,0,True,14
15,nonword,aows,neutral,he,context2,"in the field, ",1,boat,"in the field, he","in the field, he aows the",aows,the,boat,Does,row,"in the field, he aows the boat",Does he row the boat?,24,Yes,No,0,0,True,15
16,random,nokers,subject1,the brewer,nocontext,,1,bottle,the brewer,the brewer nokers the,nokers,the,bottle,Does,seal,the brewer nokers the bottle,Does the brewer seal the bottle?,24,Yes,No,0,0,True,16
17,word1,battled,subject2,the lab technician,nocontext,,1,enemy,the lab technician,the lab technician battled the,battled,the,enemy,Did,battle,the lab technician battled the enemy,Did the lab technician battle the enemy?,24,Yes,No,0,0,True,17
18,word2,relieved,neutral,he,nocontext,,1,claim,he,he relieved her,relieved,her,claim,Did,believe,he relieved her claim,Did he believe her claim?,24,Yes,No,0,0,True,18
19,word2_control,murdered,neutral,he,context1,"after a thoughtful conversation, ",1,client,"after a thoughtful conversation, he","after a thoughtful conversation, he murdered the",murdered,the,client,Did,bill,"after a thoughtful conversation, he murdered the client",Did he bill the client?,24,Yes,No,0,0,True,19
20,nonword,iites,neutral,he,context2,"in the canteen, ",1,study,"in the canteen, he","in the canteen, he iites the",iites,the,study,Does,cite,"in the canteen, he iites the study",Does he cite the study?,24,Yes,No,0,0,True,20
21,random,kapsed,subject1,the secretary,nocontext,,1,file,the secretary,the secretary kapsed the,kapsed,the,file,Did,attach,the secretary kapsed the file,Did the secretary attach the file?,24,Yes,No,0,0,True,21
22,word1,earns,subject2,the policeman,nocontext,,1,fortune,the policeman,the policeman earns a,earns,a,fortune,Does,earn,the policeman earns a fortune,Does the policeman earn a fortune?,24,Yes,No,0,0,True,22
23,word2,dumped,neutral,he,nocontext,,1,car,he,he dumped the,dumped,the,car,Does,bump,he dumped the car,Does he bump the car?,24,Yes,No,0,0,True,23
24,word2_control,shut,neutral,he,context1,"in the biology lab, ",1,gene,"in the biology lab, he","in the biology lab, he shut the",shut,the,gene,Did,clone,"in the biology lab, he shut the gene",Did he clone the gene?,24,Yes,No,0,0,True,24
25,nonword,vocks,neutral,he,context2,"trying to be playful, ",1,boat,"trying to be playful, he","trying to be playful, he vocks the",vocks,the,boat,Does,dock,"trying to be playful, he vocks the boat",Does he dock the boat?,24,Yes,No,0,0,True,25
26,random,prizstanded,subject1,the superstar,nocontext,,1,game,the superstar,the superstar prizstanded the,prizstanded,the,game,Did,dominate,the superstar prizstanded the game,Did the superstar dominate the game?,24,Yes,No,0,0,True,26
27,word1,draws,subject2,the traveller,nocontext,,1,card,the traveller,the traveller draws the,draws,the,card,Does,draw,the traveller draws the card,Does the traveller draw the card?,24,Yes,No,0,0,True,27
28,word2,grills,neutral,he,nocontext,,1,wood,he,he grills the,grills,the,wood,Does,drill,he grills the wood,Does he drill the wood?,24,Yes,No,0,0,True,28
29,word2_control,assessed,neutral,he,context1,"due to the risk of an explosion, ",1,building,"due to the risk of an explosion, he","due to the risk of an explosion, he assessed the",assessed,the,building,Did,evacuate,"due to the risk of an explosion, he assessed the building",Did he evacuate the building?,24,Yes,No,0,0,True,29
30,nonword,deased,neutral,he,context2,"in the trendy neighborhood, ",1,puppy,"in the trendy neighborhood, he","in the trendy neighborhood, he deased the",deased,the,puppy,Did,tease,"in the trendy neighborhood, he deased the puppy",Did he tease the puppy?,24,Yes,No,0,0,True,30
31,random,jabcted,subject1,the tailor,nocontext,,1,pants,the tailor,the tailor jabcted the,jabcted,the,pants,Did,patch,the tailor jabcted the pants,Did the tailor patch the pants?,24,Yes,No,0,0,True,31
32,word1,pricked,subject2,the cheeky brother,nocontext,,1,finger,the cheeky brother,the cheeky brother pricked his,pricked,his,finger,Did,prick,the cheeky brother pricked his finger,Did the cheeky brother prick his finger?,24,Yes,No,0,0,True,32
33,word2,revised,neutral,he,nocontext,,1,patient,he,he revised the,revised,the,patient,Did,revive,he revised the patient,Did he revive the patient?,24,Yes,No,0,0,True,33
34,word2_control,sends,neutral,he,context1,"after staying up too late at a party, ",1,class,"after staying up too late at a party, he","after staying up too late at a party, he sends the",sends,the,class,Does,skip,"after staying up too late at a party, he sends the class",Does he skip the class?,24,Yes,No,0,0,True,34
35,nonword,tnpped,neutral,he,context2,"at the checkout counter, ",1,waiter,"at the checkout counter, he","at the checkout counter, he tnpped the",tnpped,the,waiter,Does,tip,"at the checkout counter, he tnpped the waiter",Does he tip the waiter?,24,Yes,No,0,0,True,35
