item_id,verb,subject_condition,subject,context_condition,context,predicate_condition,predicate,Preamble,prefix,CriticalWord,intervention_simple,continuation,aux,verb_1_o,sentence,question,answer1,answer2,correct_answer,question_delay,with_question,condition_id,Item,verb_condition,subject_context_condition,list_id
12_word2_subject1_nocontext,fried,subject1,the maid,nocontext,,1,clothes,the maid,the maid fried the,fried,the,clothes,Did,dry,the maid fried the clothes,Did the maid dry the clothes?,Yes,No,0,0,True,word2_subject1_nocontext,12,word2,subject1_nocontext,3
13_word2_control_subject2_nocontext,posted,subject2,the sender,nocontext,,1,exam,the sender,the sender posted the,posted,the,exam,Did,fail,the sender posted the exam,Did the sender fail the exam?,Yes,No,0,0,True,word2_control_subject2_nocontext,13,word2_control,subject2_nocontext,3
14_nonword_neutral_nocontext,fiped,neutral,he,nocontext,,1,lawsuit,he,he fiped the,fiped,the,lawsuit,Did,file,he fiped the lawsuit,Did he file the lawsuit?,Yes,No,0,0,True,nonword_neutral_nocontext,14,nonword,neutral_nocontext,3
15_random_neutral_context1,hamnts,neutral,he,context1,"on the river, ",1,boat,"on the river, he","on the river, he hamnts the",hamnts,the,boat,Does,row,"on the river, he hamnts the boat",Does he row the boat?,Yes,No,0,0,True,random_neutral_context1,15,random,neutral_context1,3
16_word1_neutral_context2,seals,neutral,he,context2,"at the market, ",1,bottle,"at the market, he","at the market, he seals the",seals,the,bottle,Does,seal,"at the market, he seals the bottle",Does he seal the bottle?,Yes,No,0,0,True,word1_neutral_context2,16,word1,neutral_context2,3
17_word2_subject1_nocontext,bottled,subject1,the soldier,nocontext,,1,enemy,the soldier,the soldier bottled the,bottled,the,enemy,Did,battle,the soldier bottled the enemy,Did the soldier battle the enemy?,Yes,No,0,0,True,word2_subject1_nocontext,17,word2,subject1_nocontext,3
18_word2_control_subject2_nocontext,reduced,subject2,the therapist,nocontext,,1,claim,the therapist,the therapist reduced her,reduced,her,claim,Did,believe,the therapist reduced her claim,Did the therapist believe her claim?,Yes,No,0,0,True,word2_control_subject2_nocontext,18,word2_control,subject2_nocontext,3
19_nonword_neutral_nocontext,jilled,neutral,he,nocontext,,1,client,he,he jilled the,jilled,the,client,Did,bill,he jilled the client,Did he bill the client?,Yes,No,0,0,True,nonword_neutral_nocontext,19,nonword,neutral_nocontext,3
20_random_neutral_context1,tutches,neutral,he,context1,"when writing a paper, ",1,study,"when writing a paper, he","when writing a paper, he tutches the",tutches,the,study,Does,cite,"when writing a paper, he tutches the study",Does he cite the study?,Yes,No,0,0,True,random_neutral_context1,20,random,neutral_context1,3
21_word1_neutral_context2,attached,neutral,he,context2,"in the battlefield, ",1,file,"in the battlefield, he","in the battlefield, he attached the",attached,the,file,Did,attach,"in the battlefield, he attached the file",Did he attach the file?,Yes,No,0,0,True,word1_neutral_context2,21,word1,neutral_context2,3
22_word2_subject1_nocontext,warns,subject1,the investor,nocontext,,1,fortune,the investor,the investor warns a,warns,a,fortune,Does,earn,the investor warns a fortune,Does the investor earn a fortune?,Yes,No,0,0,True,word2_subject1_nocontext,22,word2,subject1_nocontext,3
23_word2_control_subject2_nocontext,discarded,subject2,the cleaner,nocontext,,1,car,the cleaner,the cleaner discarded the,discarded,the,car,Does,bump,the cleaner discarded the car,Does the cleaner bump the car?,Yes,No,0,0,True,word2_control_subject2_nocontext,23,word2_control,subject2_nocontext,3
24_nonword_neutral_nocontext,cloled,neutral,he,nocontext,,1,gene,he,he cloled the,cloled,the,gene,Did,clone,he cloled the gene,Did he clone the gene?,Yes,No,0,0,True,nonword_neutral_nocontext,24,nonword,neutral_nocontext,3
25_random_neutral_context1,prtics,neutral,he,context1,"at the harbor, ",1,boat,"at the harbor, he","at the harbor, he prtics the",prtics,the,boat,Does,dock,"at the harbor, he prtics the boat",Does he dock the boat?,Yes,No,0,0,True,random_neutral_context1,25,random,neutral_context1,3
26_word1_neutral_context2,dominated,neutral,he,context2,"at the board meeting, ",1,game,"at the board meeting, he","at the board meeting, he dominated the",dominated,the,game,Did,dominate,"at the board meeting, he dominated the game",Did he dominate the game?,Yes,No,0,0,True,word1_neutral_context2,26,word1,neutral_context2,3
27_word2_subject1_nocontext,drags,subject1,the player,nocontext,,1,card,the player,the player drags the,drags,the,card,Does,draw,the player drags the card,Does the player draw the card?,Yes,No,0,0,True,word2_subject1_nocontext,27,word2,subject1_nocontext,3
28_word2_control_subject2_nocontext,broils,subject2,the chef,nocontext,,1,wood,the chef,the chef broils the,broils,the,wood,Does,drill,the chef broils the wood,Does the chef drill the wood?,Yes,No,0,0,True,word2_control_subject2_nocontext,28,word2_control,subject2_nocontext,3
29_nonword_neutral_nocontext,evatuated,neutral,he,nocontext,,1,building,he,he evatuated the,evatuated,the,building,Did,evacuate,he evatuated the building,Did he evacuate the building?,Yes,No,0,0,True,nonword_neutral_nocontext,29,nonword,neutral_nocontext,3
30_random_neutral_context1,thnted,neutral,he,context1,"at the dog park, ",1,puppy,"at the dog park, he","at the dog park, he thnted the",thnted,the,puppy,Did,tease,"at the dog park, he thnted the puppy",Did he tease the puppy?,Yes,No,0,0,True,random_neutral_context1,30,random,neutral_context1,3
31_word1_neutral_context2,patched,neutral,he,context2,"in a forest clearing, ",1,pants,"in a forest clearing, he","in a forest clearing, he patched the",patched,the,pants,Did,patch,"in a forest clearing, he patched the pants",Did he patch the pants?,Yes,No,0,0,True,word1_neutral_context2,31,word1,neutral_context2,3
32_word2_subject1_nocontext,tricked,subject1,the careless kid,nocontext,,1,finger,the careless kid,the careless kid tricked his,tricked,his,finger,Did,prick,the careless kid tricked his finger,Did the careless kid prick his finger?,Yes,No,0,0,True,word2_subject1_nocontext,32,word2,subject1_nocontext,3
33_word2_control_subject2_nocontext,polished,subject2,the editor,nocontext,,1,patient,the editor,the editor polished the,polished,the,patient,Did,revive,the editor polished the patient,Did the editor revive the patient?,Yes,No,0,0,True,word2_control_subject2_nocontext,33,word2_control,subject2_nocontext,3
34_nonword_neutral_nocontext,svipped,neutral,he,nocontext,,1,class,he,he svipped the,svipped,the,class,Does,skip,he svipped the class,Does he skip the class?,Yes,No,0,0,True,nonword_neutral_nocontext,34,nonword,neutral_nocontext,3
35_random_neutral_context1,aglches,neutral,he,context1,"after enjoying the meal, ",1,waiter,"after enjoying the meal, he","after enjoying the meal, he aglches the",aglches,the,waiter,Does,tip,"after enjoying the meal, he aglches the waiter",Does he tip the waiter?,Yes,No,0,0,True,random_neutral_context1,35,random,neutral_context1,3
