Item,verb_condition,verb,subject_condition,subject,context_condition,context,predicate_condition,predicate,Preamble,prefix,CriticalWord,intervention_simple,continuation,aux,verb_1_o,sentence,question,group_id,answer1,answer2,question_delay,correct_answer,with_question,material_id
21,word2,attacked,subject2,the soldier,nocontext,,1,file,the soldier,the soldier attacked the,attacked,the,file,Did,attach,the soldier attacked the file,Did the soldier attach the file?,10,Yes,No,0,0,True,21
22,word2_control,cautions,neutral,he,nocontext,,1,fortune,he,he cautions a,cautions,a,fortune,Does,earn,he cautions a fortune,Does he earn a fortune?,10,Yes,No,0,0,True,22
23,nonword,fumped,neutral,he,context1,"due to the icy road, ",1,car,"due to the icy road, he","due to the icy road, he fumped the",fumped,the,car,Does,bump,"due to the icy road, he fumped the car",Does he bump the car?,10,Yes,No,0,0,True,23
24,random,afed,neutral,he,context2,"annoyed by the noise outside, ",1,gene,"annoyed by the noise outside, he","annoyed by the noise outside, he afed the",afed,the,gene,Did,clone,"annoyed by the noise outside, he afed the gene",Did he clone the gene?,10,Yes,No,0,0,True,24
25,word1,docks,subject1,the sailor,nocontext,,1,boat,the sailor,the sailor docks the,docks,the,boat,Does,dock,the sailor docks the boat,Does the sailor dock the boat?,10,Yes,No,0,0,True,25
26,word2,nominated,subject2,the chairman,nocontext,,1,game,the chairman,the chairman nominated the,nominated,the,game,Did,dominate,the chairman nominated the game,Did the chairman dominate the game?,10,Yes,No,0,0,True,26
27,word2_control,hauls,neutral,he,nocontext,,1,card,he,he hauls the,hauls,the,card,Does,draw,he hauls the card,Does he draw the card?,10,Yes,No,0,0,True,27
28,nonword,qrills,neutral,he,context1,"in the workshop, ",1,wood,"in the workshop, he","in the workshop, he qrills the",qrills,the,wood,Does,drill,"in the workshop, he qrills the wood",Does he drill the wood?,10,Yes,No,0,0,True,28
29,random,mulussed,neutral,he,context2,"at the end of the semester, ",1,building,"at the end of the semester, he","at the end of the semester, he mulussed the",mulussed,the,building,Did,evacuate,"at the end of the semester, he mulussed the building",Did he evacuate the building?,10,Yes,No,0,0,True,29
30,word1,teased,subject1,the kid,nocontext,,1,puppy,the kid,the kid teased the,teased,the,puppy,Did,tease,the kid teased the puppy,Did the kid tease the puppy?,10,Yes,No,0,0,True,30
31,word2,pitched,subject2,the hiker,nocontext,,1,pants,the hiker,the hiker pitched the,pitched,the,pants,Did,patch,the hiker pitched the pants,Did the hiker patch the pants?,10,Yes,No,0,0,True,31
32,word2_control,fooled,neutral,he,nocontext,,1,finger,he,he fooled his,fooled,his,finger,Did,prick,he fooled his finger,Did he prick his finger?,10,Yes,No,0,0,True,32
33,nonword,revijed,neutral,he,context1,"in the ICU, ",1,patient,"in the ICU, he","in the ICU, he revijed the",revijed,the,patient,Did,revive,"in the ICU, he revijed the patient",Did he revive the patient?,10,Yes,No,0,0,True,33
34,random,ednds,neutral,he,context2,"after receiving the order, ",1,class,"after receiving the order, he","after receiving the order, he ednds the",ednds,the,class,Does,skip,"after receiving the order, he ednds the class",Does he skip the class?,10,Yes,No,0,0,True,34
35,word1,tipped,subject1,the customer,nocontext,,1,waiter,the customer,the customer tipped the,tipped,the,waiter,Does,tip,the customer tipped the waiter,Does the customer tip the waiter?,10,Yes,No,0,0,True,35
