Item,verb_condition,verb,subject_condition,subject,context_condition,context,predicate_condition,predicate,Preamble,prefix,CriticalWord,intervention_simple,continuation,aux,verb_1_o,sentence,question,group_id,answer1,answer2,question_delay,correct_answer,with_question,material_id
11,random,phrneys,neutral,he,context1,"at the entrance, ",1,door,"at the entrance, he","at the entrance, he phrneys the",phrneys,the,door,Does,pull,"at the entrance, he phrneys the door",Does he pull the door?,22,Yes,No,0,0,True,11
12,word1,dried,neutral,he,context2,"in the kitchen, ",1,clothes,"in the kitchen, he","in the kitchen, he dried the",dried,the,clothes,Did,dry,"in the kitchen, he dried the clothes",Did he dry the clothes?,22,Yes,No,0,0,True,12
13,word2,mailed,subject1,the lazy student,nocontext,,1,exam,the lazy student,the lazy student mailed the,mailed,the,exam,Did,fail,the lazy student mailed the exam,Did the lazy student fail the exam?,22,Yes,No,0,0,True,13
14,word2_control,dismissed,subject2,the angry boss,nocontext,,1,lawsuit,the angry boss,the angry boss dismissed the,dismissed,the,lawsuit,Did,file,the angry boss dismissed the lawsuit,Did the angry boss file the lawsuit?,22,Yes,No,0,0,True,14
15,nonword,aows,neutral,he,nocontext,,1,boat,he,he aows the,aows,the,boat,Does,row,he aows the boat,Does he row the boat?,22,Yes,No,0,0,True,15
16,random,nokers,neutral,he,context1,"in the brewery, ",1,bottle,"in the brewery, he","in the brewery, he nokers the",nokers,the,bottle,Does,seal,"in the brewery, he nokers the bottle",Does he seal the bottle?,22,Yes,No,0,0,True,16
17,word1,battled,neutral,he,context2,"in the chemistry lab, ",1,enemy,"in the chemistry lab, he","in the chemistry lab, he battled the",battled,the,enemy,Did,battle,"in the chemistry lab, he battled the enemy",Did he battle the enemy?,22,Yes,No,0,0,True,17
18,word2,relieved,subject1,the gullible person,nocontext,,1,claim,the gullible person,the gullible person relieved her,relieved,her,claim,Did,believe,the gullible person relieved her claim,Did the gullible person believe her claim?,22,Yes,No,0,0,True,18
19,word2_control,murdered,subject2,the suspect,nocontext,,1,client,the suspect,the suspect murdered the,murdered,the,client,Did,bill,the suspect murdered the client,Did the suspect bill the client?,22,Yes,No,0,0,True,19
20,nonword,iites,neutral,he,nocontext,,1,study,he,he iites the,iites,the,study,Does,cite,he iites the study,Does he cite the study?,22,Yes,No,0,0,True,20
21,random,kapsed,neutral,he,context1,"in the email, ",1,file,"in the email, he","in the email, he kapsed the",kapsed,the,file,Did,attach,"in the email, he kapsed the file",Did he attach the file?,22,Yes,No,0,0,True,21
22,word1,earns,neutral,he,context2,"during the march, ",1,fortune,"during the march, he","during the march, he earns a",earns,a,fortune,Does,earn,"during the march, he earns a fortune",Does he earn a fortune?,22,Yes,No,0,0,True,22
23,word2,dumped,subject1,the driver,nocontext,,1,car,the driver,the driver dumped the,dumped,the,car,Does,bump,the driver dumped the car,Does the driver bump the car?,22,Yes,No,0,0,True,23
24,word2_control,shut,subject2,the teacher,nocontext,,1,gene,the teacher,the teacher shut the,shut,the,gene,Did,clone,the teacher shut the gene,Did the teacher clone the gene?,22,Yes,No,0,0,True,24
25,nonword,vocks,neutral,he,nocontext,,1,boat,he,he vocks the,vocks,the,boat,Does,dock,he vocks the boat,Does he dock the boat?,22,Yes,No,0,0,True,25
26,random,prizstanded,neutral,he,context1,"in the final round of the tournament, ",1,game,"in the final round of the tournament, he","in the final round of the tournament, he prizstanded the",prizstanded,the,game,Did,dominate,"in the final round of the tournament, he prizstanded the game",Did he dominate the game?,22,Yes,No,0,0,True,26
27,word1,draws,neutral,he,context2,"on the train platform, ",1,card,"on the train platform, he","on the train platform, he draws the",draws,the,card,Does,draw,"on the train platform, he draws the card",Does he draw the card?,22,Yes,No,0,0,True,27
28,word2,grills,subject1,the carpenter,nocontext,,1,wood,the carpenter,the carpenter grills the,grills,the,wood,Does,drill,the carpenter grills the wood,Does the carpenter drill the wood?,22,Yes,No,0,0,True,28
29,word2_control,assessed,subject2,the professor,nocontext,,1,building,the professor,the professor assessed the,assessed,the,building,Did,evacuate,the professor assessed the building,Did the professor evacuate the building?,22,Yes,No,0,0,True,29
30,nonword,deased,neutral,he,nocontext,,1,puppy,he,he deased the,deased,the,puppy,Did,tease,he deased the puppy,Did he tease the puppy?,22,Yes,No,0,0,True,30
31,random,jabcted,neutral,he,context1,"with a sewing machine, ",1,pants,"with a sewing machine, he","with a sewing machine, he jabcted the",jabcted,the,pants,Did,patch,"with a sewing machine, he jabcted the pants",Did he patch the pants?,22,Yes,No,0,0,True,31
32,word1,pricked,neutral,he,context2,"in a hide-and-seek game, ",1,finger,"in a hide-and-seek game, he","in a hide-and-seek game, he pricked his",pricked,his,finger,Did,prick,"in a hide-and-seek game, he pricked his finger",Did he prick his finger?,22,Yes,No,0,0,True,32
33,word2,revised,subject1,the doctor,nocontext,,1,patient,the doctor,the doctor revised the,revised,the,patient,Did,revive,the doctor revised the patient,Did the doctor revive the patient?,22,Yes,No,0,0,True,33
34,word2_control,sends,subject2,the seller,nocontext,,1,class,the seller,the seller sends the,sends,the,class,Does,skip,the seller sends the class,Does the seller skip the class?,22,Yes,No,0,0,True,34
35,nonword,tnpped,neutral,he,nocontext,,1,waiter,he,he tnpped the,tnpped,the,waiter,Does,tip,he tnpped the waiter,Does he tip the waiter?,22,Yes,No,0,0,True,35
